track name,common,clade,scientific name,taxon id,Accession,median_time,ci_min,ci_max
Erinaceus_europaeus,western European hedgehog,laurasiatheria,Erinaceus europaeus,9365.0,GCA_000296755.1_EriEur2.0,94.0,91.5,97.4
Erythrocebus_patas,red guenon,primates catarrhini,Erythrocebus patas,9538.0,,28.8,26.8,30.6
Eschrichtius_robustus,grey whale,artiodactyla,Eschrichtius robustus,9764.0,,94.0,91.5,97.4
Eubalaena_japonica,North Pacific right whale,artiodactyla,Eubalaena japonica,302098.0,,94.0,91.5,97.4
Eulemur_albifrons,White-fronted Lemur,primates strepsirrhini,Eulemur albifrons,1215604.0,GCA_963573435.1,74.0,71.4,77.5
Eulemur_collaris,Collared Brown Lemur,primates strepsirrhini,Eulemur collaris (Eulemur fulvus collaris),47178.0,GCA_963575015.1,74.0,71.4,77.5
Eulemur_coronatus,Crowned Lemur,primates strepsirrhini,Eulemur coronatus,13514.0,GCA_963574965.1,74.0,71.4,77.5
Eulemur_flavifrons,Sclater's lemur,primates strepsirrhini,Eulemur flavifrons,87288.0,GCA_963574995.1,74.0,71.4,77.5
Eulemur_fulvus,brown lemur,primates strepsirrhini,Eulemur fulvus,13515.0,GCA_963573725.1,74.0,71.4,77.5
Eulemur_macaco,black lemur,primates strepsirrhini,Eulemur macaco,30602.0,GCA_963574945.1,74.0,71.4,77.5
Eulemur_mongoz,mongoose lemur,primates strepsirrhini,Eulemur mongoz,34828.0,GCA_963574475.1,74.0,71.4,77.5
Eulemur_rubriventer,Red-bellied Lemur,primates strepsirrhini,Eulemur rubriventer,34829.0,GCA_963574895.1,74.0,71.4,77.5
Eulemur_rufus,Red Brown Lemur,primates strepsirrhini,Eulemur rufus,859983.0,GCA_963574465.1,74.0,71.4,77.5
Eulemur_sanfordi,Sanfords Brown Lemur,primates strepsirrhini,Eulemur sanfordi,122225.0,GCA_963573705.1,74.0,71.4,77.5
Felis_catus,domestic cat,carnivora,Felis catus,9685.0,felCat8,94.0,91.5,97.4
Felis_catus_fca126,domestic cat (Fca126),carnivora,Felis catus fca126 (Felis catus),9685.0,GCF_018350175.1_F.catus_Fca126_mat1.0,94.0,91.5,97.4
Felis_nigripes,black-footed cat,carnivora,Felis nigripes,61379.0,GCA_004023925.1_FelNig_v1_BIUU,94.0,91.5,97.4
Fukomys_damarensis,Damara mole-rat,euarchontoglires,Fukomys damarensis,885580.0,fukDam1,87.0,81.3,91.0
Galago_moholi,Moholi bushbaby,primates strepsirrhini,Galago moholi,30609.0,,74.0,71.4,77.5
Galago_senegalensis,Northern Lesser Galago,primates strepsirrhini,Galago senegalensis,9465.0,GCA_963575145.1,74.0,71.4,77.5
Galagoides_demidoff,Demidoffs Dwarf Galago,primates strepsirrhini,Galagoides demidoff,89672.0,GCA_963574575.1,74.0,71.4,77.5
Galeopterus_variegatus,Sunda flying lemur,euarchontoglires,Galeopterus variegatus,482537.0,GCA_004027255.1_GalVar_v1_BIUU,79.0,70.5,86.2
Giraffa_tippelskirchi,Masai giraffe,artiodactyla,Giraffa tippelskirchi,439328.0,GCA_001651235.1_ASM165123v1,94.0,91.5,97.4
Glis_glis,fat dormouse,euarchontoglires,Glis glis,41261.0,GCA_004027185.1_GliGli_v1_BIUU,87.0,81.3,91.0
Gorilla_beringei,Eastern Gorilla,primates catarrhini,Gorilla beringei,499232.0,GCA_963575185.1,8.6,8.3,9.3
Gorilla_gorilla,western gorilla,primates catarrhini,Gorilla gorilla,9593.0,GCA_900006655.3_Susie3,8.6,8.3,9.3
Graphiurus_murinus,woodland dormouse,euarchontoglires,Graphiurus murinus,51346.0,,87.0,81.3,91.0
Hapalemur_alaotrensis,Alaotra Reed Lemur,primates strepsirrhini,Hapalemur alaotrensis (Hapalemur griseus alaotrensis),122220.0,GCA_963574485.1,74.0,71.4,77.5
Hapalemur_gilberti,gray bamboo lemur,primates strepsirrhini,Hapalemur gilberti,3043110.0,,74.0,71.4,77.5
Hapalemur_griseus,Eastern Lesser Bamboo Lemur,primates strepsirrhini,Hapalemur griseus,13557.0,GCA_963575165.1,74.0,71.4,77.5
Hapalemur_meridionalis,Rusty-gray Lesser Bamboo Lemur,primates strepsirrhini,Hapalemur meridionalis,3043112.0,GCA_963575175.1,74.0,71.4,77.5
Hapalemur_occidentalis,Sambirano Lesser Bamboo Lemur,primates strepsirrhini,Hapalemur occidentalis,867377.0,GCA_963575155.1,74.0,71.4,77.5
Helogale_parvula,dwarf mongoose,carnivora,Helogale parvula,210647.0,GCA_004023845.1_HelPar_v1_BIUU,94.0,91.5,97.4
Hemitragus_hylocrius,Nilgiri tahr,artiodactyla,Hemitragus hylocrius,330464.0,GCA_004026825.1_HemHyl_v1_BIUU,94.0,91.5,97.4
Heterocephalus_glaber,naked mole-rat,euarchontoglires,Heterocephalus glaber,10181.0,GCA_000247695.1_HetGla_female_1.0,87.0,81.3,91.0
Heterohyrax_brucei,yellow-spotted hyrax,afrotheria,Heterohyrax brucei,77598.0,GCA_004026845.1_HetBruBak_v1_BIUU,99.0,94.7,101.9
Hippopotamus_amphibius,hippopotamus,artiodactyla,Hippopotamus amphibius,9833.0,GCA_004027065.1_HipAmp_v1_BIUU,94.0,91.5,97.4
Hipposideros_armiger,great roundleaf bat,chiroptera,Hipposideros armiger,186990.0,GCA_001890085.1_ASM189008v1,94.0,91.5,97.4
Hipposideros_galeritus,Cantor's roundleaf bat,chiroptera,Hipposideros galeritus,58069.0,,94.0,91.5,97.4
hg38,human,primates catarrhini,Homo sapiens,9606.0,hg38,0.0,0.0,0.0
Hoolock_leuconedys,Eastern hoolock gibbon,primates catarrhini,Hoolock leuconedys,61851.0,,19.5,18.8,20.3
Hyaena_hyaena,striped hyena,carnivora,Hyaena hyaena,95912.0,GCA_004023945.1_HyaHya_v1_BIUU,94.0,91.5,97.4
Hydrochoerus_hydrochaeris,capybara,euarchontoglires,Hydrochoerus hydrochaeris,10149.0,GCA_004027455.1_HydHyd_v1_BIUU,87.0,81.3,91.0
Hylobates_abbotti,Abbott's Gray Gibbon,primates catarrhini,Hylobates abbotti (Hylobates muelleri abbotti),716694.0,GCA_963574865.1,19.5,18.8,20.3
Hylobates_agilis,Agile Gibbon,primates catarrhini,Hylobates agilis,9579.0,GCA_963574095.1,19.5,18.8,20.3
Hylobates_klossii,Kloss's Gibbon,primates catarrhini,Hylobates klossii,9587.0,GCA_963574335.1,19.5,18.8,20.3
Hylobates_lar,White-handed gibbon,primates catarrhini,Hylobates lar,9580.0,ucsc has incorrect record,19.5,18.8,20.3
Hylobates_muelleri,Bornean Gibbon,primates catarrhini,Hylobates muelleri,9588.0,GCA_963573745.1,19.5,18.8,20.3
Hylobates_pileatus,Pileated Gibbon,primates catarrhini,Hylobates pileatus,9589.0,,19.5,18.8,20.3
Hystrix_cristata,crested porcupine,euarchontoglires,Hystrix cristata,10137.0,GCA_004026905.1_HysCri_v1_BIUU,87.0,81.3,91.0
Ictidomys_tridecemlineatus,thirteen-lined ground squirrel,euarchontoglires,Ictidomys tridecemlineatus,43179.0,speTri2,87.0,81.3,91.0
Indri_indri,babakoto,primates strepsirrhini,Indri indri,34827.0,GCA_963575135.1,74.0,71.4,77.5
Inia_geoffrensis,boutu,artiodactyla,Inia geoffrensis,9725.0,,94.0,91.5,97.4
Jaculus_jaculus,lesser Egyptian jerboa,euarchontoglires,Jaculus jaculus,51337.0,GCA_000280705.1_JacJac1.0,87.0,81.3,91.0
Kogia_breviceps,pygmy sperm whale,artiodactyla,Kogia breviceps,27615.0,,94.0,91.5,97.4
Lagothrix_lagothricha,Common Woolly Monkey,primates platyrrhini,Lagothrix lagothricha (Lagothrix lagotricha),9519.0,GCA_963574225.1,43.0,40.0,44.2
Lasiurus_borealis,red bat,chiroptera,Lasiurus borealis,258930.0,GCA_004026805.1_LasBor_v1_BIUU,94.0,91.5,97.4
Lemur_catta,ring-tailed lemur,primates strepsirrhini,Lemur catta,9447.0,,74.0,71.4,77.5
Leontocebus_fuscicollis,brown-mantled tamarin,primates platyrrhini,Leontocebus fuscicollis,9487.0,GCA_963573655.1,43.0,40.0,44.2
Leontocebus_illigeri,Illiger's saddle-back tamarin,primates platyrrhini,Leontocebus illigeri (Leontocebus fuscicollis illigeri),881947.0,,43.0,40.0,44.2
Leontocebus_nigricollis,Black Mantle Tamarin,primates platyrrhini,Leontocebus nigricollis,9489.0,GCA_963575265.1,43.0,40.0,44.2
Leontopithecus_chrysomelas,Golden-headed Lion Tamarin,primates platyrrhini,Leontopithecus chrysomelas,57374.0,GCA_963574395.1,43.0,40.0,44.2
Leontopithecus_rosalia,golden lion tamarin,primates platyrrhini,Leontopithecus rosalia,30588.0,GCA_963574445.1,43.0,40.0,44.2
Lepilemur_ankaranensis,Ankarana Sportive Lemur,primates strepsirrhini,Lepilemur ankaranensis,342401.0,GCA_963573785.1,74.0,71.4,77.5
Lepilemur_dorsalis,Gray's Sportive Lemur,primates strepsirrhini,Lepilemur dorsalis,78583.0,GCA_963574875.1,74.0,71.4,77.5
Lepilemur_ruficaudatus,Red-tailed Sportive Lemur,primates strepsirrhini,Lepilemur ruficaudatus,78866.0,GCA_963574885.1,74.0,71.4,77.5
Lepilemur_septentrionalis,Sahafary Sportive Lemur,primates strepsirrhini,Lepilemur septentrionalis,78584.0,GCA_963573855.1,74.0,71.4,77.5
Leptonychotes_weddellii,Weddell seal,carnivora,Leptonychotes weddellii,9713.0,GCA_000349705.1_LepWed1.0,94.0,91.5,97.4
Lepus_americanus,snowshoe hare,euarchontoglires,Lepus americanus,48086.0,GCA_004026855.1_LepAme_v1_BIUU,87.0,81.3,91.0
Lipotes_vexillifer,Yangtze River dolphin,artiodactyla,Lipotes vexillifer,118797.0,GCA_000442215.1_Lipotes_vexillifer_v1,94.0,91.5,97.4
Lophocebus_aterrimus,black crested mangabey,primates catarrhini,Lophocebus aterrimus,75566.0,,28.8,26.8,30.6
Loris_lydekkerianus,Grey Slender Loris,primates strepsirrhini,Loris lydekkerianus,300163.0,GCA_963574355.1,74.0,71.4,77.5
Loris_tardigradus,slender loris,primates strepsirrhini,Loris tardigradus,9468.0,,74.0,71.4,77.5
Loxodonta_africana,African savanna elephant,afrotheria,Loxodonta africana,9785.0,GCA_000001905.1_Loxafr3.0,99.0,94.7,101.9
Lycaon_pictus,African hunting dog,carnivora,Lycaon pictus,9622.0,GCA_001887905.1_LycPicSAfr1.0,94.0,91.5,97.4
Macaca_arctoides,stump-tailed macaque,primates catarrhini,Macaca arctoides,9540.0,GCA_963573575.1,28.8,26.8,30.6
Macaca_assamensis,Assam macaque,primates catarrhini,Macaca assamensis,9551.0,,28.8,26.8,30.6
Macaca_cyclopis,Taiwan macaque,primates catarrhini,Macaca cyclopis,78449.0,GCA_963573865.1,28.8,26.8,30.6
Macaca_fascicularis,crab-eating macaque,primates catarrhini,Macaca fascicularis,9541.0,GCA_963574375.1,28.8,26.8,30.6
Macaca_fuscata,Japanese macaque,primates catarrhini,Macaca fuscata,9542.0,,28.8,26.8,30.6
Macaca_leonina,Northern Pig-tailed Macaque,primates catarrhini,Macaca leonina,90387.0,GCA_963573825.1,28.8,26.8,30.6
Macaca_maura,Moor Macaque,primates catarrhini,Macaca maura,90383.0,GCA_963574855.1,28.8,26.8,30.6
Macaca_mulatta,Rhesus monkey,primates catarrhini,Macaca mulatta,9544.0,rheMac10,28.8,26.8,30.6
Macaca_nemestrina,pig-tailed macaque,primates catarrhini,Macaca nemestrina,9545.0,GCF_000956065.1_Mnem_1.0,28.8,26.8,30.6
Macaca_nigra,Celebes crested macaque,primates catarrhini,Macaca nigra,54600.0,GCA_963573485.1,28.8,26.8,30.6
Macaca_radiata,Bonnet Macaque,primates catarrhini,Macaca radiata,9548.0,GCA_963573735.1,28.8,26.8,30.6
Macaca_siberu,Siberut Macaque,primates catarrhini,Macaca siberu,244255.0,GCA_963574275.1,28.8,26.8,30.6
Macaca_silenus,liontail macaque,primates catarrhini,Macaca silenus,54601.0,,28.8,26.8,30.6
Macaca_thibetana,Milne-edwards' Macaque,primates catarrhini,Macaca thibetana,54602.0,GCA_963574025.1,28.8,26.8,30.6
Macaca_tonkeana,Tonkean Macaque,primates catarrhini,Macaca tonkeana,40843.0,GCA_963573625.1,28.8,26.8,30.6
Macroglossus_sobrinus,long-tongued fruit bat,chiroptera,Macroglossus sobrinus,326083.0,,94.0,91.5,97.4
Mandrillus_leucophaeus,drill,primates catarrhini,Mandrillus leucophaeus,9568.0,,28.8,26.8,30.6
Mandrillus_sphinx,mandrill,primates catarrhini,Mandrillus sphinx,9561.0,,28.8,26.8,30.6
Manis_javanica,Malayan pangolin,laurasiatheria,Manis javanica,9974.0,GCA_001685135.1_ManJav1.0,94.0,91.5,97.4
Manis_pentadactyla,Chinese pangolin,laurasiatheria,Manis pentadactyla,143292.0,GCA_000738955.1_M_pentadactyla-1.1.1,94.0,91.5,97.4
Marmota_marmota,Alpine marmot,euarchontoglires,Marmota marmota,9993.0,GCF_001458135.1_marMar2.1,87.0,81.3,91.0
Megaderma_lyra,Indian false vampire,chiroptera,Megaderma lyra,9413.0,GCA_004026885.1_MegLyr_v1_BIUU,94.0,91.5,97.4
Mellivora_capensis,ratel,carnivora,Mellivora capensis,9664.0,GCA_004024625.1_MelCap_v1_BIUU,94.0,91.5,97.4
Meriones_unguiculatus,Mongolian gerbil,euarchontoglires,Meriones unguiculatus,10047.0,GCA_004026785.1_MerUng_v1_BIUU,87.0,81.3,91.0
Mesocricetus_auratus,golden hamster,euarchontoglires,Mesocricetus auratus,10036.0,GCA_000349665.1_MesAur1.0,87.0,81.3,91.0
Mesoplodon_bidens,Sowerby's beaked whale,artiodactyla,Mesoplodon bidens,48745.0,,94.0,91.5,97.4
Mico_argentatus,Silvery Marmoset,primates platyrrhini,Mico argentatus,9482.0,GCA_963573565.1,43.0,40.0,44.2
Mico_humeralifer,Black And White Tassel-ear Marmoset,primates platyrrhini,Mico humeralifer,52232.0,GCA_963574605.1,43.0,40.0,44.2
Mico_schneideri,Mico schneideri,primates platyrrhini,Mico schneideri,,,43.0,40.0,44.2
Microcebus_murinus,gray mouse lemur,primates strepsirrhini,Microcebus murinus,30608.0,GCA_000165445.3_Mmur_3.0,74.0,71.4,77.5
Microgale_talazaci,Talazac's shrew tenrec,afrotheria,Microgale talazaci (Nesogale talazaci),2583312.0,GCA_004026705.1_MicTal_v1_BIUU,99.0,94.7,101.9
Micronycteris_hirsuta,hairy big-eared bat,chiroptera,Micronycteris hirsuta,148065.0,GCA_004026765.1_MicHir_v1_BIUU,94.0,91.5,97.4
Microtus_ochrogaster,prairie vole,euarchontoglires,Microtus ochrogaster,79684.0,micOch1,87.0,81.3,91.0
Miniopterus_natalensis,Natal long-fingered bat,chiroptera,Miniopterus natalensis,291302.0,GCF_001595765.1_Mnat.v1,94.0,91.5,97.4
Miniopterus_schreibersii,Schreibers' long-fingered bat,chiroptera,Miniopterus schreibersii,9433.0,GCA_004026525.1_MinSch_v1_BIUU,94.0,91.5,97.4
Miopithecus_ogouensis,Northern Talapoin Monkey,primates catarrhini,Miopithecus ogouensis,100488.0,GCA_963573445.1,28.8,26.8,30.6
Mirounga_angustirostris,northern elephant seal,carnivora,Mirounga angustirostris,9716.0,GCA_004023865.1_MirAng_v1_BIUU,94.0,91.5,97.4
Mirza_zaza,northern giant mouse lemur,primates strepsirrhini,Mirza zaza,339999.0,GCA_963573685.1,74.0,71.4,77.5
Monodon_monoceros,narwhal,artiodactyla,Monodon monoceros,40151.0,GCA_004026685.1_MonMon_M_v1_BIUU,94.0,91.5,97.4
Mormoops_blainvillei,Antillean ghost-faced bat,chiroptera,Mormoops blainvillei,118852.0,GCA_004026545.1_MorMeg_v1_BIUU,94.0,91.5,97.4
Moschus_moschiferus,Siberian musk deer,artiodactyla,Moschus moschiferus,68415.0,GCA_004024705.1_MosMos_v1_BIUU,94.0,91.5,97.4
Mungos_mungo,banded mongoose,carnivora,Mungos mungo,210652.0,GCA_004023785.1_MunMun_v1_BIUU,94.0,91.5,97.4
Murina_feae,Ashy-gray tube-nosed bat,chiroptera,Murina feae (Murina aurata feae),1453894.0,GCA_004026665.1_MurFea_v1_BIUU,94.0,91.5,97.4
Mus_caroli,Ryukyu mouse,euarchontoglires,Mus caroli,10089.0,GCA_900094665.2_CAROLI_EIJ_v1.1,87.0,81.3,91.0
Mus_musculus,house mouse,euarchontoglires,Mus musculus,10090.0,mm10,87.0,81.3,91.0
Mus_pahari,shrew mouse,euarchontoglires,Mus pahari,10093.0,GCF_900095145.1_PAHARI_EIJ_v1.1,87.0,81.3,91.0
Mus_spretus,western wild mouse,euarchontoglires,Mus spretus,10096.0,GCA_001624865.1_SPRET_EiJ_v1,87.0,81.3,91.0
Muscardinus_avellanarius,hazel dormouse,euarchontoglires,Muscardinus avellanarius,39082.0,GCA_004027005.1_MusAve_v1_BIUU,87.0,81.3,91.0
Mustela_putorius,European polecat,carnivora,Mustela putorius,9668.0,GCA_000239315.1_MusPutFurMale1.0,94.0,91.5,97.4
Myocastor_coypus,nutria,euarchontoglires,Myocastor coypus,10157.0,GCA_004027025.1_MyoCoy_v1_BIUU,87.0,81.3,91.0
Myotis_brandtii,Brandt's bat,chiroptera,Myotis brandtii,109478.0,myoBra1,94.0,91.5,97.4
Myotis_davidii,David's myotis,chiroptera,Myotis davidii,225400.0,myoDav1,94.0,91.5,97.4
Myotis_lucifugus,little brown bat,chiroptera,Myotis lucifugus,59463.0,myoLuc2,94.0,91.5,97.4
Myotis_myotis,greater mouse-eared bat,chiroptera,Myotis myotis,51298.0,GCA_004026985.1_MyoMyo_v1_BIUU,94.0,91.5,97.4
Myrmecophaga_tridactyla,giant anteater,xenarthra,Myrmecophaga tridactyla,71006.0,GCA_004026745.1_MyrTri_v1_BIUU,99.0,94.7,101.9
Nannospalax_galili,Upper Galilee mountains blind mole rat,euarchontoglires,Nannospalax galili,1026970.0,GCA_000622305.1_S.galili_v1.0,87.0,81.3,91.0
Nasalis_larvatus,proboscis monkey,primates catarrhini,Nasalis larvatus,43780.0,GCA_963574835.1,28.8,26.8,30.6
Neomonachus_schauinslandi,Hawaiian monk seal,carnivora,Neomonachus schauinslandi,29088.0,GCA_002201575.1_ASM220157v1,94.0,91.5,97.4
Neophocaena_asiaeorientalis,Yangtze finless porpoise,artiodactyla,Neophocaena asiaeorientalis,189058.0,GCA_003031525.1_Neophocaena_asiaeorientalis_V1,94.0,91.5,97.4
Noctilio_leporinus,greater bulldog bat,chiroptera,Noctilio leporinus,94963.0,GCA_004026585.1_NocLep_v1_BIUU,94.0,91.5,97.4
Nomascus_annamensis,Northern Yellow-cheeked Crested Gibbon,primates catarrhini,Nomascus annamensis,1616038.0,GCA_963574525.1,19.5,18.8,20.3
Nomascus_concolor,Black Crested Gibbon,primates catarrhini,Nomascus concolor,29089.0,GCA_963574845.1,19.5,18.8,20.3
Nomascus_gabriellae,Red-cheeked Gibbon,primates catarrhini,Nomascus gabriellae,61852.0,GCA_963574555.1,19.5,18.8,20.3
Nomascus_siki_a,southern white-cheeked gibbon,primates catarrhini,Nomascus siki_a,9586.0,,19.5,18.8,20.3
Nomascus_siki_b,northern white-cheeked gibbon,primates catarrhini,Nomascus siki_b,9586.0,,19.5,18.8,20.3
Nyctereutes_procyonoides,raccoon dog,carnivora,Nyctereutes procyonoides,34880.0,,94.0,91.5,97.4
Nycticebus_bengalensis,Bengal slow loris,primates strepsirrhini,Nycticebus bengalensis,261741.0,,74.0,71.4,77.5
Nycticebus_coucang,slow loris,primates strepsirrhini,Nycticebus coucang,9470.0,GCA_963573995.1,74.0,71.4,77.5
Nycticebus_pygmaeus,Pygmy Slow Loris,primates strepsirrhini,Nycticebus pygmaeus (Xanthonycticebus pygmaeus),101278.0,,74.0,71.4,77.5
Ochotona_princeps,American pika,euarchontoglires,Ochotona princeps,9978.0,GCA_000292845.1_OchPri3.0,87.0,81.3,91.0
Octodon_degus,degu,euarchontoglires,Octodon degus,10160.0,GCA_000260255.1_OctDeg1.0,87.0,81.3,91.0
Odobenus_rosmarus,Pacific walrus,carnivora,Odobenus rosmarus,9707.0,odoRosDiv1,94.0,91.5,97.4
Odocoileus_virginianus,white-tailed deer,artiodactyla,Odocoileus virginianus,9874.0,GCA_002102435.1_Ovir.te_1.0,94.0,91.5,97.4
Okapia_johnstoni,okapi,artiodactyla,Okapia johnstoni,86973.0,GCA_001660835.1_ASM166083v1,94.0,91.5,97.4
Ondatra_zibethicus,muskrat,euarchontoglires,Ondatra zibethicus,10060.0,GCA_004026605.1_OndZib_v1_BIUU,87.0,81.3,91.0
Onychomys_torridus,southern grasshopper mouse,euarchontoglires,Onychomys torridus,38674.0,GCA_004026725.1_OnyTor_v1_BIUU,87.0,81.3,91.0
Orcinus_orca,killer whale,artiodactyla,Orcinus orca,9733.0,orcOrc1,94.0,91.5,97.4
